12100000017,30
12100000061,20
12100000002,50
12100000048,30
12100000038,30
12100000082,40
12100000041,20
12100000076,50
12100000094,40
12100000030,20
12100000064,20
12100000037,40
12100000084,20
12100000059,10
12100000099,50
12100000092,50
12100000094,40
12100000069,10
12100000031,40
12100000082,10
12100000085,20
12100000075,20
12100000049,40
12100000040,50
12100000077,20
12100000045,50
12100000020,50
12100000004,20
12100000091,40
12100000080,30
12100000061,30
12100000004,40
12100000051,40
12100000039,30
12100000061,10
12100000048,20
12100000065,40
12100000047,40
12100000053,20
12100000074,20
12100000042,20
12100000046,30
12100000097,40
12100000042,10
12100000087,20
12100000037,20
12100000022,20
12100000062,40
12100000075,10
12100000035,20
12100000022,30
12100000083,30
12100000025,40
12100000051,50
12100000046,20
12100000065,50
12100000082,50
12100000091,20
12100000006,30
12100000038,20
12100000053,50
12100000050,40
12100000047,10
12100000024,50
12100000016,40
12100000022,50
12100000061,50
12100000041,40
12100000020,10
12100000083,20
12100000034,50
12100000012,30
12100000072,50
12100000093,50
12100000076,20
12100000063,30
12100000011,20
12100000036,30
12100000087,50
12100000075,10
12100000078,10
12100000018,40
12100000042,50
12100000066,40
12100000026,40
12100000056,50
12100000074,20
12100000092,40
12100000027,20
12100000087,50
12100000072,20
12100000061,30
12100000083,20
12100000026,20
12100000058,40
12100000007,20
12100000098,50
12100000059,30
12100000041,10
12100000030,10
12100000044,50
12100000021,20
12100000019,40
12100000011,20
12100000067,30
12100000079,40
12100000071,30
12100000056,50
12100000064,40
12100000010,20
12100000007,30
12100000016,30
12100000025,40
12100000086,30
12100000093,50
12100000059,10
12100000033,30
12100000035,30
12100000054,20
12100000095,50
12100000021,10
12100000010,50
12100000038,50
12100000007,50
12100000096,20
12100000097,50
12100000072,50
12100000098,50
12100000030,50
12100000006,40
12100000063,40
12100000010,30
12100000056,10
12100000026,10
12100000067,40
12100000034,10
12100000073,40
12100000000,50
12100000079,20
12100000058,20
12100000089,10
12100000068,40
12100000076,10
12100000091,10
12100000017,20
12100000079,30
12100000007,20
12100000071,20
12100000005,10
12100000092,20
12100000093,50
12100000085,30
12100000050,30
12100000079,30
12100000049,40
12100000021,20
12100000013,20
12100000058,40
12100000055,10
12100000043,50
12100000033,20
12100000092,50
12100000071,20
12100000033,40
12100000073,10
12100000058,20
12100000000,30
12100000033,40
12100000037,20
12100000070,50
12100000025,50
12100000060,20
12100000044,50
12100000082,40
12100000055,10
12100000068,40
12100000000,10
12100000092,50
12100000050,50
12100000002,10
12100000000,10
12100000058,50
12100000041,20
12100000011,40
12100000056,20
12100000087,20
12100000035,50
12100000068,10
12100000092,40
12100000063,20
12100000015,30
12100000096,50
12100000007,10
12100000078,10
12100000043,50
12100000041,50
12100000057,10
12100000081,40
12100000007,20
12100000030,10
12100000037,30
12100000075,40
12100000051,50
12100000087,50
12100000046,30
12100000029,10
12100000026,40
12100000023,30
12100000014,20
12100000045,50
12100000018,50
12100000093,30
12100000085,50
12100000043,20
12100000093,10
12100000022,50
12100000014,50
12100000032,50
12100000026,20
12100000054,20
12100000095,30
12100000083,10
12100000022,10
12100000027,20
12100000089,20
12100000077,20
12100000045,20
12100000039,40
12100000003,40
12100000067,20
12100000024,40
12100000024,50
12100000073,40
12100000045,10
12100000058,20
12100000038,40
12100000065,20
12100000054,40
12100000071,10
12100000009,50
12100000076,50
12100000070,30
12100000095,40
12100000066,30
12100000041,40
12100000028,10
12100000095,20
12100000079,10
12100000013,20
12100000033,30
12100000099,30
12100000016,40
12100000021,10
12100000072,50
12100000010,40
12100000041,20
12100000020,10
12100000099,10
12100000080,40
12100000001,40
12100000099,30
12100000051,50
12100000025,30
12100000074,30
12100000078,40
12100000096,50
12100000005,40
12100000078,30
12100000078,10
12100000083,30
12100000033,30
12100000064,30
12100000033,40
12100000086,10
12100000048,50
12100000049,50
12100000047,10
12100000075,10
12100000074,40
12100000030,20
12100000040,20
12100000011,10
12100000019,30
12100000026,30
12100000028,10
12100000024,30
12100000095,50
12100000099,40
12100000038,40
12100000093,20
12100000032,30
12100000075,30
12100000078,20
12100000026,10
12100000095,20
12100000043,50
12100000059,30
12100000022,40
12100000008,20
12100000093,50
